Gene ID	Gene Name	Chromosome	Start	End	Strand	RP1 Readcount	RP1 RPM	RP2 Readcount	RP2 RPM	RU1 Readcount	RU1 RPM	RU2 Readcount	RU2 RPM	Log2 FC	p value	q value
AT4G37710	VQ29	4	17718118	17718771	+	684	48.924100000000003	492	39.0503	0	0	1	6.2858399999999995E-2	11.097994910000001	7.8800000000000002E-15	1.19E-13
AT2G24850	TAT3	2	10582074	10585216	-	14153	1012.31	13608	1080.07	8	0.39449200000000001	19	1.19431	10.905547049999999	2.4199999999999998E-210	1.3699999999999999E-206
AT1G65890	AAE12	1	24512438	24514659	-	204	14.5914	171	13.5724	0	0	0	0	10.896670070000001	2.61E-13	3.5199999999999999E-12
AT1G12610	DREB1F	1	4289883	4291017	-	1236	88.406800000000004	743	58.972299999999997	1	4.9311500000000001E-2	1	6.2858399999999995E-2	10.845122180000001	8.5099999999999998E-25	2.3700000000000001E-23
AT5G64750	ABR1	5	25891449	25893888	+	7717	551.97	8468	672.11	8	0.39449200000000001	12	0.754301	10.57765893	1.16E-161	2.1899999999999999E-158
AT1G70130	LECRK52	1	26409601	26411828	-	129	9.2269199999999998	164	13.0168	0	0	0	0	10.561494339999999	2.2100000000000001E-12	2.7699999999999999E-11
AT4G34210	ASK11	4	16379003	16379528	+	296	21.171800000000001	462	36.669199999999996	1	4.9311500000000001E-2	0	0	10.50742666	3.7299999999999998E-13	4.9800000000000002E-12
AT5G15660		5	5095652	5097041	+	142	10.1568	101	8.0164299999999997	0	0	0	0	10.262643880000001	1.0699999999999999E-11	1.27E-10
AT3G43250		3	15216585	15217574	+	88	6.2943300000000004	136	10.7944	0	0	0	0	10.18353926	2.31E-11	2.6600000000000001E-10
AT5G01380	GT-3A	5	155610	157601	-	3027	216.511	5846	464	5	0.246558	10	0.62858400000000003	10.11520642	6.5899999999999998E-33	2.6899999999999999E-31
AT2G22121	LCR35	2	9397864	9398259	+	89	6.3658599999999996	120	9.5244700000000009	0	0	0	0	10.07684955	3.6600000000000002E-11	4.1500000000000001E-10
AT2G44840	ERF13	2	18495215	18496327	+	1644	117.59	1627	129.136	3	0.14793500000000001	3	0.18857499999999999	10.01045214	1.3400000000000001E-56	1.25E-54
AT4G37720	PSK4	4	17718953	17719321	-	100	7.1526500000000004	75	5.9527900000000002	0	0	0	0	9.7916855809999994	1.5199999999999999E-10	1.61E-9
AT2G44810	DAD1	2	18478374	18480457	+	87	6.22281	86	6.8258700000000001	0	0	0	0	9.7887235730000004	1.5400000000000001E-10	1.63E-9
AT4G34300		4	16412773	16413715	+	74	5.2929599999999999	89	7.0639799999999999	0	0	0	0	9.7125083829999994	2.5899999999999998E-10	2.6700000000000001E-9
AT1G12030		1	4064485	4066344	-	38	2.71801	120	9.5244700000000009	0	0	0	0	9.7107693610000005	8.2099999999999996E-10	8.1300000000000007E-9
AT4G27670	HSP25.3	4	13818825	13819971	-	92	6.5804400000000003	71	5.6353099999999996	0	0	0	0	9.6906088599999993	2.6600000000000001E-10	2.7400000000000001E-9
AT2G26135		2	11130119	11131514	+	120	8.5831800000000005	34	2.6985999999999999	0	0	0	0	9.5639014020000008	1.37E-9	1.3200000000000001E-8
AT2G32200		2	13676389	13677306	+	46	3.2902200000000001	97	7.6989400000000003	0	0	0	0	9.5501241340000007	1.0999999999999999E-9	1.07E-8
AT1G78160	APUM7	1	29407608	29410484	+	77	5.5075399999999997	62	4.9209699999999996	0	0	0	0	9.4629118269999992	9.4499999999999994E-10	9.2599999999999999E-9
AT5G20230	BCB	5	6826365	6827748	+	5265	376.58699999999999	6737	534.71900000000005	11	0.54242699999999999	21	1.32003	9.4628308709999995	4.5799999999999999E-152	6.0900000000000001E-149
AT4G32630		4	15737918	15741741	+	81	5.7936500000000004	55	4.36538	0	0	0	0	9.4231289720000007	1.2400000000000001E-9	1.2E-8
AT2G26610		2	11318771	11324213	+	74	5.2929599999999999	54	4.2860100000000001	0	0	0	0	9.3391668180000007	1.92E-9	1.8200000000000001E-8
AT5G49920		5	20306409	20307943	-	166	11.8734	166	13.1755	0	0	1	6.2858399999999995E-2	9.2885680570000009	1.73E-10	1.8199999999999999E-9
AT3G44870		3	16382219	16383605	+	4620	330.452	3262	258.90699999999998	12	0.59173799999999999	12	0.754301	9.2586919240000007	3.3100000000000003E-141	3.1200000000000001E-138
AT2G40340	DREB2C	2	16848160	16850494	-	3016	215.72399999999999	3971	315.18	11	0.54242699999999999	11	0.691442	9.2429379970000003	3.5899999999999997E-120	2.4599999999999998E-117
AT3G03341		3	790130	790693	-	349	24.962800000000001	528	41.907699999999998	2	9.8623000000000002E-2	1	6.2858399999999995E-2	9.1367653329999996	2.87E-24	7.8299999999999995E-23
AT3G22910	ACA13	3	8116292	8119490	-	7124	509.55500000000001	5479	434.87099999999998	23	1.1341600000000001	19	1.19431	9.1360581330000006	4.9099999999999997E-201	2.1199999999999999E-197
AT4G17980	anac071	4	9978703	9980555	-	56	4.0054800000000004	53	4.2066400000000002	0	0	0	0	9.120100549	6.3300000000000003E-9	5.7000000000000001E-8
AT3G15670	LEA29	3	5309886	5310988	-	370	26.4648	765	60.718499999999999	3	0.14793500000000001	1	6.2858399999999995E-2	9.1138380360000006	4.3100000000000001E-29	1.4800000000000001E-27
AT5G12020	HSP17.6	5	3882231	3883111	-	1549	110.795	1225	97.228899999999996	6	0.29586899999999999	4	0.25143399999999999	9.0266870590000003	6.1599999999999994E-70	8.8000000000000001E-68
AT5G58080	ARR18	5	23501605	23504169	-	63	4.50617	37	2.9367100000000002	0	0	0	0	8.9726464000000004	1.5799999999999999E-8	1.35E-7
AT5G62360		5	25040540	25041504	+	289	20.671199999999999	478	37.939100000000003	2	9.8623000000000002E-2	1	6.2858399999999995E-2	8.9480781559999993	6.2800000000000001E-23	1.5799999999999999E-21
AT4G36950	MAPKKK21	4	17422538	17423953	-	970	69.380700000000004	973	77.227500000000006	3	0.14793500000000001	5	0.31429200000000002	8.8398202870000002	4.3999999999999999E-55	3.9600000000000001E-53
AT5G07165		5	2221795	2222603	+	33	2.3603700000000001	55	4.36538	0	0	0	0	8.8386544520000001	3.8899999999999998E-8	3.2000000000000001E-7
AT5G52050	DTX50	5	21138703	21140876	+	1335	95.487899999999996	2405	190.886	8	0.39449200000000001	8	0.50286699999999995	8.8160550640000004	2.4900000000000001E-76	4.46E-74
AT1G56600	GOLS2	1	21207537	21209635	+	773	55.29	883	70.084199999999996	3	0.14793500000000001	4	0.25143399999999999	8.8104039889999992	5.5600000000000002E-48	4.0300000000000003E-46
AT3G49520		3	18359584	18360750	+	46	3.2902200000000001	41	3.2541899999999999	0	0	0	0	8.7919040190000004	3.77E-8	3.1100000000000002E-7
AT1G09157		1	2951635	2952490	-	47	3.3617499999999998	40	3.17482	0	0	0	0	8.7896387300000001	3.8199999999999998E-8	3.1399999999999998E-7
AT3G49540		3	18365678	18366666	+	23	1.6451100000000001	60	4.7622299999999997	0	0	0	0	8.7737479720000007	8.4100000000000005E-8	6.61E-7
AT2G42560		2	17714638	17716912	-	56	4.0054800000000004	31	2.4604900000000001	0	0	0	0	8.7689951789999991	4.88E-8	3.96E-7
AT3G46090	ZAT7	3	16925881	16926883	-	41	2.9325899999999998	44	3.4923000000000002	0	0	0	0	8.7674668990000004	4.4400000000000001E-8	3.6199999999999999E-7
AT1G32560	LEA6	1	11774484	11775442	+	131	9.3699700000000004	102	8.0958000000000006	0	0	1	6.2858399999999995E-2	8.7643541539999994	2.5500000000000001E-9	2.3899999999999999E-8
AT2G26380		2	11226488	11228123	-	1415	101.21	1113	88.339399999999998	7	0.34518100000000002	4	0.25143399999999999	8.7565591230000006	1.8399999999999999E-70	2.6500000000000002E-68
AT1G71450	ERF021	1	26927012	26928056	+	47	3.3617499999999998	38	3.0160800000000001	0	0	0	0	8.7535771049999997	4.66E-8	3.7899999999999999E-7
AT2G26160		2	11137978	11139451	-	52	3.7193800000000001	32	2.53986	0	0	0	0	8.7233446729999997	5.8999999999999999E-8	4.7399999999999998E-7
AT1G30135	TIFY5A	1	10596352	10597341	+	480	34.332700000000003	616	48.892299999999999	2	9.8623000000000002E-2	3	0.18857499999999999	8.7057021110000008	1.5599999999999999E-34	6.8000000000000001E-33
AT5G09610	APUM21	5	2980865	2982819	+	45	3.2186900000000001	37	2.9367100000000002	0	0	0	0	8.7025605529999996	6.1200000000000005E-8	4.8999999999999997E-7
AT4G29285	LCR24	4	14431526	14432290	+	55	3.9339599999999999	28	2.2223799999999998	0	0	0	0	8.6972452350000005	7.5300000000000006E-8	5.9599999999999999E-7
AT2G38240	ANS	2	16012535	16014991	-	4253	304.202	6475	513.92399999999998	29	1.4300299999999999	21	1.32003	8.6928873640000006	6.68E-146	7.1899999999999996E-143
AT5G62520	SRO5	5	25097944	25099907	+	11110	794.66	9686	768.78300000000002	47	2.3176399999999999	48	3.0171999999999999	8.6790965270000004	4.02720042752099E-268	9.0998620860264298E-264
AT1G30455		1	10769722	10770775	+	45	3.2186900000000001	35	2.7779699999999998	0	0	0	0	8.6642258250000008	7.5600000000000002E-8	5.9800000000000003E-7
AT3G53280	CYP71B5	3	19755689	19757613	+	118	8.4401299999999999	97	7.6989400000000003	0	0	1	6.2858399999999995E-2	8.6508126749999992	4.4999999999999998E-9	4.1299999999999999E-8
AT5G21960	ERF016	5	7258037	7259568	-	35	2.5034299999999998	43	3.4129299999999998	0	0	0	0	8.6500684010000004	8.7499999999999996E-8	6.8599999999999998E-7
AT4G34470	ASK12	4	16480008	16480616	-	53	3.7909099999999998	27	2.1429999999999998	0	0	0	0	8.6441748510000007	9.9699999999999999E-8	7.7499999999999999E-7
AT5G05220		5	1550251	1551022	+	206	14.734500000000001	216	17.143999999999998	0	0	2	0.125717	8.6344050219999993	1.26E-15	2.0199999999999998E-14
AT4G01535		4	669339	669830	+	30	2.1457999999999999	45	3.5716700000000001	0	0	0	0	8.6030465320000005	1.2499999999999999E-7	9.5900000000000005E-7
AT2G36780	UGT73C3	2	15417364	15419391	-	65	4.6492199999999997	135	10.715	0	0	1	6.2858399999999995E-2	8.5897259859999995	1.09E-8	9.5500000000000002E-8
AT3G08750		3	2656716	2657825	-	53	3.7909099999999998	24	1.90489	0	0	0	0	8.5837586609999992	1.48E-7	1.1200000000000001E-6
AT1G44090	GA20OX5	1	16760616	16762486	-	83	5.9367000000000001	114	9.0482399999999998	0	0	1	6.2858399999999995E-2	8.5493368249999993	8.9500000000000007E-9	7.9500000000000004E-8
AT1G07476		1	2295553	2296497	+	41	2.9325899999999998	32	2.53986	0	0	0	0	8.5322943579999997	1.5300000000000001E-7	1.1599999999999999E-6
AT2G34030		2	14375086	14377398	-	37	2.6464799999999999	35	2.7779699999999998	0	0	0	0	8.5218009759999997	1.61E-7	1.2100000000000001E-6
AT1G70400		1	26531399	26533460	-	34	2.4319000000000002	37	2.9367100000000002	0	0	0	0	8.5084904469999998	1.7800000000000001E-7	1.33E-6
AT5G03204		5	762044	762507	-	36	2.5749499999999999	35	2.7779699999999998	0	0	0	0	8.5029667409999998	1.79E-7	1.3400000000000001E-6
AT4G25490	DREB1B	4	13021780	13022996	-	270	19.312200000000001	297	23.5731	2	9.8623000000000002E-2	1	6.2858399999999995E-2	8.4909735909999995	2.96E-21	6.8099999999999998E-20
AT5G12030	HSP17.7	5	3883957	3884838	-	3372	241.18700000000001	2619	207.87100000000001	12	0.59173799999999999	19	1.19431	8.4880467880000001	9.6099999999999995E-138	8.3499999999999998E-135
AT2G27270		2	11672271	11673208	+	29	2.0742699999999998	40	3.17482	0	0	0	0	8.4787451530000002	2.28E-7	1.68E-6
AT4G38590	BGAL14	4	18036056	18040928	+	31	2.21732	37	2.9367100000000002	0	0	0	0	8.4507061219999997	2.48E-7	1.81E-6
AT5G52000	IMPA8	5	21118946	21121119	-	47	3.3617499999999998	22	1.7461500000000001	0	0	0	0	8.4270018310000001	3.27E-7	2.3499999999999999E-6
AT1G02190		1	415074	418027	+	42	3.0041099999999998	26	2.0636299999999999	0	0	0	0	8.4187978159999997	2.96E-7	2.1399999999999998E-6
AT1G27080	NPF2.12	1	9400326	9403905	+	45	3.2186900000000001	23	1.82552	0	0	0	0	8.4099000709999991	3.39E-7	2.43E-6
AT1G19210	ERF017	1	6626794	6627688	-	460	32.902200000000001	426	33.811900000000001	5	0.246558	0	0	8.3994802269999997	2.62E-32	1.0300000000000001E-30
AT5G08030		5	2575025	2576819	-	28	2.0027400000000002	35	2.7779699999999998	0	0	0	0	8.3427529790000001	4.4299999999999998E-7	3.1300000000000001E-6
AT4G00540	MYB3R2	4	234597	237582	-	26	1.8596900000000001	35	2.7779699999999998	0	0	0	0	8.2997706709999992	5.7199999999999999E-7	3.9700000000000001E-6
AT1G53540	HSP17.6C	1	19980299	19981199	+	2504	179.102	1838	145.88300000000001	15	0.73967300000000002	11	0.691442	8.2905986499999997	1.1199999999999999E-117	6.8699999999999998E-115
AT5G05070	PAT03	5	1496709	1498544	+	22	1.57358	37	2.9367100000000002	0	0	0	0	8.2621246849999999	7.8299999999999996E-7	5.3299999999999998E-6
AT2G28500	LBD11	2	12186274	12188293	-	43	3.0756399999999999	113	8.9688700000000008	1	4.9311500000000001E-2	0	0	8.2523834669999996	7.5100000000000004E-8	5.9500000000000002E-7
AT4G33467		4	16101460	16102220	-	828	59.223999999999997	1196	94.927199999999999	9	0.44380399999999998	4	0.25143399999999999	8.2325332160000002	7.15E-62	7.9200000000000005E-60
AT2G31210	BHLH91	2	13296143	13298277	+	32	2.2888500000000001	26	2.0636299999999999	0	0	0	0	8.2024131219999994	8.5700000000000001E-7	5.8100000000000003E-6
AT3G22830	HSFA6B	3	8078789	8081059	+	2704	193.40799999999999	2664	211.44300000000001	25	1.2327900000000001	10	0.62858400000000003	8.1971134590000005	9.3299999999999994E-134	7.5300000000000001E-131
AT2G02010	GAD4	2	474108	476997	-	446	31.9008	625	49.6066	4	0.197246	3	0.18857499999999999	8.1969819089999998	6.5400000000000006E-39	3.4600000000000002E-37
AT5G45520		5	18449476	18453683	-	40	2.8610600000000002	17	1.3492999999999999	0	0	0	0	8.1472021310000002	1.4500000000000001E-6	9.5100000000000004E-6
AT1G14250	APY5	1	4868346	4871488	+	35	2.5034299999999998	21	1.6667799999999999	0	0	0	0	8.1372375819999991	1.28E-6	8.4800000000000001E-6
AT1G76960		1	28920317	28920976	-	19	1.359	34	2.6985999999999999	0	0	0	0	8.1101891130000006	1.75E-6	1.13E-5
AT1G59865		1	22032313	22033297	-	528	37.765999999999998	228	18.096499999999999	1	4.9311500000000001E-2	4	0.25143399999999999	8.1036888670000007	9.0799999999999992E-28	2.9600000000000002E-26
AT4G36490	SFH12	4	17221885	17225088	+	33	2.3603700000000001	21	1.6667799999999999	0	0	0	0	8.0875500519999992	1.6199999999999999E-6	1.0499999999999999E-5
AT1G30060		1	10545087	10545906	-	34	2.4319000000000002	19	1.50804	0	0	0	0	8.054495502	1.9999999999999999E-6	1.2799999999999999E-5
AT5G35945		5	14093675	14094286	+	37	2.6464799999999999	15	1.1905600000000001	0	0	0	0	8.0127687099999996	2.9000000000000002E-6	1.8099999999999999E-5
AT3G16600		3	5652839	5655670	-	39	2.7895300000000001	13	1.03182	0	0	0	0	8.004782316	3.4400000000000001E-6	2.12E-5
AT1G80590	WRKY66	1	30296166	30297224	-	27	1.9312199999999999	23	1.82552	0	0	0	0	7.9905971190000002	2.52E-6	1.59E-5
AT3G52080	CHX28	3	19314966	19317988	+	26	1.8596900000000001	23	1.82552	0	0	0	0	7.9632955179999998	2.8899999999999999E-6	1.8099999999999999E-5
AT5G11820		5	3810649	3811280	-	29	2.0742699999999998	20	1.58741	0	0	0	0	7.9512132260000001	3.1499999999999999E-6	1.95E-5
AT2G44070		2	18230865	18232630	-	31	2.21732	18	1.4286700000000001	0	0	0	0	7.943071743	3.4400000000000001E-6	2.12E-5
AT4G25200	HSP23.6	4	12916926	12918110	+	326	23.317599999999999	197	15.635999999999999	2	9.8623000000000002E-2	2	0.125717	7.9248931059999999	4.9199999999999999E-23	1.2499999999999999E-21
AT1G74930	ERF018	1	28143851	28145058	+	1575	112.654	1727	137.07300000000001	18	0.88760700000000003	9	0.56572500000000003	7.8704229440000004	4.63E-102	1.61E-99
AT4G14530		4	8343239	8344199	-	34	2.4319000000000002	13	1.03182	0	0	0	0	7.864505104	6.1800000000000001E-6	3.65E-5
AT2G01008		2	1025	3173	+	1619	115.801	874	69.369900000000001	12	0.59173799999999999	8	0.50286699999999995	7.8551538030000003	1.6300000000000001E-76	2.9600000000000002E-74
AT3G15870	ADS3.2	3	5362888	5364544	+	51	3.64785	70	5.5559399999999997	0	0	1	6.2858399999999995E-2	7.8437485259999997	2.6800000000000002E-7	1.95E-6
AT5G27010		5	9503315	9507569	-	24	1.7166399999999999	21	1.6667799999999999	0	0	0	0	7.8399037710000004	5.3399999999999997E-6	3.18E-5
AT1G73190	TIP3-1	1	27521944	27523332	+	33	2.3603700000000001	13	1.03182	0	0	0	0	7.834725808	6.9999999999999999E-6	4.1E-5
AT5G26220	GGCT2;1	5	9162969	9164884	-	76	5.4360099999999996	715	56.749899999999997	4	0.197246	3	0.18857499999999999	7.8308331600000001	3.6800000000000001E-7	2.6199999999999999E-6
AT2G29470	GSTU3	2	12628422	12629640	-	158	11.3012	316	25.081099999999999	1	4.9311500000000001E-2	3	0.18857499999999999	7.8297540650000004	7.6199999999999993E-21	1.72E-19
AT5G45180	FMO2	5	18274179	18276586	-	24	1.7166399999999999	20	1.58741	0	0	0	0	7.8050996829999999	6.3400000000000003E-6	3.7400000000000001E-5
AT5G16740	AVT1H	5	5501044	5502856	-	32	2.2888500000000001	13	1.03182	0	0	0	0	7.8043155549999996	7.96E-6	4.6100000000000002E-5
AT1G78995		1	29715072	29716255	-	25	1.78816	19	1.50804	0	0	0	0	7.8006205140000002	6.5300000000000002E-6	3.8399999999999998E-5
AT5G66020	SAC6	5	26401193	26404725	-	82	5.86517	39	3.09545	0	0	1	6.2858399999999995E-2	7.7921908909999997	3.7099999999999997E-7	2.65E-6
AT1G22810	ERF019	1	8074231	8075037	-	755	54.002499999999998	518	41.113900000000001	8	0.39449200000000001	3	0.18857499999999999	7.7655847360000001	1.87E-51	1.52E-49
AT1G70110	LECRK51	1	26406238	26408343	-	26	1.8596900000000001	17	1.3492999999999999	0	0	0	0	7.7602273359999998	8.1599999999999998E-6	4.71E-5
AT1G47510	IP5P11	1	17435525	17438490	-	3840	274.66199999999998	4796	380.661	40	1.9724600000000001	36	2.2629000000000001	7.7569902239999999	1.59E-158	2.5699999999999999E-155
AT1G79400	CHX2	1	29864992	29867840	+	27	1.9312199999999999	16	1.26993	0	0	0	0	7.7555882719999998	8.5699999999999993E-6	4.9299999999999999E-5
AT2G46995		2	19309394	19309673	-	22	1.57358	20	1.58741	0	0	0	0	7.7422366389999997	8.6200000000000005E-6	4.9499999999999997E-5
AT5G10340		5	3253122	3255045	+	161	11.5158	71	5.6353099999999996	1	4.9311500000000001E-2	1	6.2858399999999995E-2	7.7378322749999997	8.7899999999999995E-12	1.06E-10
AT2G26150	HSFA2	2	11135624	11137792	+	3624	259.21199999999999	1822	144.613	24	1.1834800000000001	23	1.44574	7.735540716	6.4400000000000001E-113	3.3100000000000003E-110
AT4G28140	ERF054	4	13974493	13975919	-	376	26.893999999999998	402	31.907	5	0.246558	2	0.125717	7.7277286040000002	3.4699999999999998E-35	1.56E-33
AT5G08695		5	2829193	2834695	+	21	1.50206	20	1.58741	0	0	0	0	7.7097471210000004	1.01E-5	5.7399999999999999E-5
AT3G41762		3	14195447	14196865	-	4198	300.26799999999997	2102	166.83699999999999	28	1.3807199999999999	28	1.76003	7.6903381599999996	4.47E-119	2.9700000000000001E-116
AT3G55970	JRG21	3	20766735	20769410	-	1355	96.918400000000005	2118	168.107	9	0.44380399999999998	22	1.3828800000000001	7.6829927429999998	7.6999999999999998E-21	1.7299999999999999E-19
AT2G22760	BHLH19	2	9677844	9679502	+	799	57.149700000000003	607	48.177900000000001	13	0.64105000000000001	1	6.2858399999999995E-2	7.6572500090000002	7.9799999999999998E-11	8.7699999999999997E-10
AT5G07880	SNAP29	5	2515219	2517066	-	503	35.977800000000002	250	19.842600000000001	5	0.246558	2	0.125717	7.6438687229999998	3.5200000000000001E-32	1.3800000000000001E-30
AT1G18830	SEC31A	1	6489233	6494634	+	336	24.032900000000001	294	23.334900000000001	4	0.197246	2	0.125717	7.6330571970000003	2.3700000000000001E-30	8.5499999999999999E-29
AT3G44180		3	15900795	15901716	+	14	1.0013700000000001	24	1.90489	0	0	0	0	7.6281581809999999	1.7499999999999998E-5	9.5299999999999999E-5
AT3G06490	MYB108	3	2003393	2006727	+	215	15.3782	386	30.637	3	0.14793500000000001	3	0.18857499999999999	7.593834449	4.2399999999999999E-27	1.3400000000000001E-25
AT1G76650	CML38	1	28766750	28768138	-	3473	248.41200000000001	3218	255.41399999999999	25	1.2327900000000001	40	2.5143399999999998	7.5777575319999997	1.68E-147	1.9999999999999999E-144
AT5G47130		5	19138840	19142284	+	24	1.7166399999999999	14	1.1111899999999999	0	0	0	0	7.5765248679999999	2.02E-5	1.0924700000000001E-4
AT3G04660		3	1264724	1265966	+	25	1.78816	13	1.03182	0	0	0	0	7.5712424599999997	2.1500000000000001E-5	1.1561300000000001E-4
AT5G65100	EIL5	5	26006835	26008535	-	133	9.5130300000000005	69	5.4765699999999997	2	9.8623000000000002E-2	0	0	7.5624468269999996	3.67E-11	4.1600000000000001E-10
AT3G48510		3	17967354	17968590	-	51	3.64785	48	3.80979	1	4.9311500000000001E-2	0	0	7.5485212119999998	9.9800000000000002E-7	6.72E-6
AT3G11020	DREB2B	3	3455355	3457342	+	727	51.9998	446	35.399299999999997	10	0.49311500000000003	2	0.125717	7.5252042919999997	1.16E-48	8.5100000000000004E-47
AT5G59230		5	23901520	23902481	+	33	2.3603700000000001	62	4.9209699999999996	1	4.9311500000000001E-2	0	0	7.5229200199999999	1.5400000000000001E-6	1.0000000000000001E-5
AT1G76640	CML39	1	28765254	28765866	-	1303	93.198999999999998	1046	83.021600000000007	11	0.54242699999999999	13	0.81715899999999997	7.5154561769999999	3.6500000000000003E-89	9.5799999999999998E-87
AT3G25760	AOC1	3	9403779	9405338	+	386	27.609200000000001	561	44.526899999999998	6	0.29586899999999999	4	0.25143399999999999	7.5087690450000002	4.53E-41	2.6E-39
AT5G49200	ZFWD4	5	19947689	19949175	-	34	2.4319000000000002	61	4.8415999999999997	0	0	1	6.2858399999999995E-2	7.5051778149999997	1.5E-6	9.8400000000000007E-6
AT1G09950	RAS1	1	3240531	3241863	-	762	54.5032	854	67.782499999999999	16	0.78898400000000002	2	0.125717	7.50479597	1.6900000000000001E-13	2.3199999999999998E-12
AT3G46230	HSP17.4A	3	16984118	16984867	-	3216	230.029	2244	178.108	13	0.64105000000000001	41	2.5771899999999999	7.4718608409999998	3.9900000000000001E-19	8.0499999999999995E-18
AT1G03982	RIC8	1	1022251	1023719	-	20	1.4305300000000001	15	1.1905600000000001	0	0	0	0	7.4698334749999997	3.1699999999999998E-5	1.6480600000000001E-4
AT1G52690	LEA7	1	19619724	19621534	+	504	36.049399999999999	688	54.606900000000003	7	0.34518100000000002	6	0.37714999999999999	7.4551121299999998	3.5999999999999998E-50	2.7900000000000001E-48
AT5G13220	JAZ10	5	4218786	4221077	+	2919	208.786	2594	205.887	29	1.4300299999999999	30	1.88575	7.4533347220000001	1.17E-153	1.6600000000000001E-150
AT3G25240		3	9192493	9193615	+	47	3.3617499999999998	46	3.6510500000000001	0	0	1	6.2858399999999995E-2	7.4461867909999997	1.5099999999999999E-6	9.8700000000000004E-6
AT3G53600		3	19875375	19876177	+	1650	118.01900000000001	1563	124.056	20	0.98623000000000005	15	0.94287600000000005	7.4406875819999998	1.9600000000000001E-112	9.8499999999999996E-110
AT5G05410	DREB2A	5	1602205	1604112	+	20452	1462.86	15504	1230.56	188	9.2705699999999993	202	12.6974	7.4140124209999998	7.1047555251804103E-242	8.0300000000000002E-238
AT4G18540		4	10221106	10223076	-	15	1.0729	18	1.4286700000000001	0	0	0	0	7.4078400039999996	4.3099999999999997E-5	2.18784E-4
AT3G60920		3	22503328	22513244	-	19	1.359	14	1.1111899999999999	0	0	0	0	7.384090058	4.71E-5	2.3721500000000001E-4
AT2G20970		2	9009867	9011067	+	53	3.7909099999999998	36	2.8573400000000002	1	4.9311500000000001E-2	0	0	7.3796573949999997	2.2299999999999998E-6	1.42E-5
AT2G20625		2	8896154	8897218	-	161	11.5158	177	14.0486	4	0.197246	0	0	7.3452082650000001	7.4199999999999998E-19	1.47E-17
AT1G76530	PILS4	1	28718069	28720371	+	18	1.28748	14	1.1111899999999999	0	0	0	0	7.3423123270000001	5.66E-5	2.8111899999999998E-4
AT2G47950		2	19624022	19624922	+	114	8.1540199999999992	140	11.1119	2	9.8623000000000002E-2	1	6.2858399999999995E-2	7.3393573759999997	7.28E-15	1.1E-13
AT3G02840		3	618398	619686	+	792	56.649000000000001	599	47.542999999999999	4	0.197246	12	0.754301	7.3269517530000003	2.2899999999999999E-59	2.33E-57
